14	14	14	14	14	14	13	14	14	14	12	13	13	12	12	12	11	11	11	13	14	17	22	37	99	204	255	255	255	224	81	17	16	14	14	13	13	12	12	12	12	12	12	13	13	14	13	14	15	15	16	16	15	16	17	16	17	17	17	16	17	17	17	17	18	18	18	18	17	18	18	18	17	17	17	18	18	18	18	18	18	18	17	17	18	18	18	17	18	18	18	17	17	18	18	18	17	18	18	18	18	19	18	19	19	21	23	33	146	255	255	255	255	255	255	255	252	170	49	22	20	19	18	19	18	18	18	18	18	18	18	18	19	18	19	19	19	20	22	22	65	235	255	255	255	255	255	205	46	24	21	19	19	19	19	18	18	18	18	19	18	19	19	18	19	18	18	20	19	19	20	19	19	19	19	20	20	19	19	19	20	19	19	19	19	18	18	18	18	18	19	20	22	24	23	20	18	19	17	18	18	19	19	18	18	17	18	18	17	17	17	17	16	17	16	17	17	17	17	17	17	16	16	17	16	16	16	16	16	16	16	17	17	17	18	17	17	19	18	17	17	17	17	17	17	17	17	17	16	17	17	16	17	15	15	16	16	16	16	16	16	17	16	73	209	255	255	255	233	199	189	180	150	72	23	18	16	15	14	15	14	13	14	14	14	14	14	14	15	14	14	14	14	14	12	12	13	12	13	12	12	11	10	7	7	7	7	7	7	8	7	7	8	8	8	8	9	9	10	11	11	11	12	12	11	12	12	13	13	13	12	12	11	11	12	11	12	12	12	12	12	11	11	12	11	11	11	11
14	14	13	14	13	13	13	12	13	13	13	13	12	13	13	12	12	12	12	13	17	25	58	156	243	255	255	255	255	255	148	14	13	11	11	12	12	11	12	12	11	12	12	13	14	13	14	15	15	14	15	17	16	16	16	16	16	17	17	16	17	17	17	16	16	17	17	18	17	17	17	17	17	18	18	18	17	18	18	17	17	18	18	17	18	17	17	17	17	18	18	18	17	18	18	17	17	18	18	17	18	18	19	19	19	21	23	47	210	255	255	255	255	255	255	255	216	94	23	19	19	18	18	18	18	18	18	18	18	18	18	18	17	17	17	18	19	20	21	22	36	189	255	255	255	255	255	170	33	23	20	19	19	19	19	19	19	18	18	19	18	19	18	18	18	18	19	19	19	19	19	18	19	19	19	19	19	19	19	19	19	18	19	18	19	19	18	18	18	18	18	19	20	20	20	18	18	18	18	18	18	18	19	19	18	18	18	18	17	17	17	17	17	17	16	17	17	17	17	17	18	17	17	16	16	16	16	16	17	17	16	17	18	18	19	19	19	21	19	17	17	17	16	16	17	17	17	17	16	17	17	16	16	16	15	15	16	16	16	15	16	16	14	64	194	230	245	202	85	39	40	48	47	25	18	16	16	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	13	14	12	12	12	12	13	12	12	12	11	10	9	8	8	7	7	8	8	8	8	8	8	9	9	10	10	10	11	11	11	11	11	12	12	12	12	12	12	12	11	11	12	11	12	11	11	11	12	11	11	11	11	11	11	11
14	13	13	14	14	13	13	12	12	13	12	12	12	12	12	12	12	13	13	15	22	59	191	255	255	255	255	255	255	255	117	9	10	11	11	11	11	11	12	12	12	12	13	13	14	15	14	15	15	16	15	16	16	16	16	16	16	16	16	16	16	16	17	17	16	17	16	16	16	16	16	16	17	17	17	17	17	17	18	17	17	17	17	17	17	17	17	17	17	17	17	17	16	17	17	17	17	17	17	17	17	18	18	19	19	21	22	41	188	255	255	255	255	255	247	184	84	23	19	18	18	18	18	17	17	17	17	18	17	17	17	18	17	17	18	19	19	19	20	21	22	98	246	255	255	255	252	100	23	20	19	19	19	19	19	18	18	18	19	18	18	18	18	18	18	19	18	19	19	19	19	18	19	19	19	19	19	18	19	18	18	19	18	18	19	18	17	18	18	17	17	18	19	19	19	18	17	18	17	18	18	18	18	19	18	18	18	18	17	17	17	17	16	16	17	17	17	18	17	18	18	18	17	17	16	15	16	16	17	17	16	18	19	22	25	27	25	22	20	18	17	16	16	17	16	16	17	16	16	16	16	15	16	16	15	15	15	15	15	16	16	16	15	41	154	199	233	154	40	27	25	22	18	17	16	15	15	15	14	15	14	14	13	14	14	14	14	13	14	13	14	14	14	13	13	13	12	11	13	13	13	12	11	11	10	9	7	8	8	8	8	8	9	8	8	9	9	10	10	10	11	11	11	11	12	12	12	12	11	11	12	11	11	12	11	10	11	11	11	11	11	10	11	11	11	11	11	11
14	14	13	13	13	13	12	12	12	12	12	12	12	12	12	13	13	14	14	17	28	153	255	255	255	255	255	255	255	224	52	8	10	11	12	12	12	12	13	13	13	14	14	15	15	14	14	14	14	15	15	15	15	16	15	15	16	16	16	16	15	16	16	16	15	16	16	16	16	16	16	17	17	17	17	16	17	16	16	17	17	16	17	17	16	16	16	16	16	16	17	17	17	17	17	17	17	16	17	16	17	17	17	19	19	20	21	24	66	162	212	216	199	150	84	32	18	19	19	17	17	18	18	17	17	17	16	17	16	16	17	17	17	17	17	18	18	18	19	20	22	28	124	242	255	255	150	34	21	20	20	18	19	18	18	18	18	18	18	18	18	18	18	18	18	18	18	19	19	19	18	19	19	19	19	18	17	19	18	18	17	17	18	18	18	17	18	18	18	17	17	17	18	18	17	17	17	17	17	18	18	18	17	18	18	17	17	17	17	16	17	17	16	17	17	17	17	17	18	18	18	18	17	17	16	16	16	15	17	17	18	22	42	57	70	102	67	32	24	20	18	17	16	16	16	16	16	16	16	16	15	15	15	15	15	15	14	14	15	15	15	15	16	24	102	153	169	77	29	25	23	21	17	16	16	14	14	14	14	14	13	13	13	14	13	13	13	13	13	13	13	13	13	14	13	12	11	12	12	13	12	12	12	11	10	9	8	8	7	8	8	9	8	8	9	9	10	9	10	10	10	11	12	12	12	12	11	11	11	11	11	11	11	11	10	11	11	11	10	11	10	10	11	10	10	10	10	10
13	14	13	13	12	12	12	12	12	12	12	12	12	12	13	13	14	15	15	18	30	180	255	255	255	255	255	255	250	116	10	10	11	11	11	11	12	12	12	13	13	13	13	13	14	14	14	14	15	15	15	15	15	16	15	15	15	16	15	16	16	15	15	16	16	16	15	16	16	16	16	16	17	16	16	16	16	16	16	16	17	17	17	17	17	16	15	16	16	17	17	16	16	16	16	17	16	16	17	17	16	17	18	18	19	19	19	21	20	28	44	48	34	19	16	18	18	18	18	17	17	17	17	16	16	17	17	16	17	17	17	16	17	17	17	18	18	18	18	19	21	22	27	93	169	132	37	21	20	19	19	19	18	18	18	18	18	18	17	17	18	17	18	18	18	18	18	19	19	18	18	19	19	19	18	18	18	18	18	18	17	18	18	19	18	18	16	17	17	17	17	17	17	17	17	17	17	17	17	18	18	17	17	18	18	18	17	17	17	17	17	16	16	17	17	17	18	18	18	19	19	18	19	17	17	16	16	16	16	17	23	59	109	136	152	193	161	77	48	29	20	17	16	16	16	16	15	15	15	15	15	15	15	15	15	15	14	15	15	15	15	15	15	15	27	45	39	25	22	22	20	17	15	14	15	15	14	13	13	13	14	13	14	13	13	13	14	13	13	13	13	12	12	13	13	12	12	12	13	13	12	12	12	11	11	10	9	9	8	8	8	9	8	8	9	9	9	9	10	11	10	10	11	11	12	11	10	11	11	11	11	11	10	10	10	10	11	11	10	10	11	10	10	10	10	10	10	10
13	13	13	12	11	12	13	13	12	12	12	13	12	13	13	14	14	15	16	18	22	87	236	255	255	255	255	227	108	15	9	10	10	11	11	11	11	11	11	12	13	14	13	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	16	16	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	16	16	16	16	16	16	17	16	17	16	17	17	17	17	17	18	18	18	18	19	19	17	17	18	19	18	18	18	17	17	17	17	16	16	16	16	16	16	16	17	17	17	16	16	16	17	17	18	17	18	18	19	22	21	20	24	20	20	20	19	18	18	18	18	18	18	18	18	18	17	18	17	18	18	17	18	18	18	18	18	19	18	19	19	19	19	18	18	17	18	18	18	18	18	17	17	17	17	16	17	17	17	16	17	17	16	16	16	16	17	17	18	18	18	18	17	18	17	17	17	18	17	18	17	17	17	17	17	18	19	22	25	28	25	20	17	16	16	17	17	20	53	127	155	181	180	230	224	176	138	52	21	17	17	16	16	16	15	15	15	15	14	14	14	15	15	15	14	15	14	14	15	14	14	16	14	15	16	19	18	18	17	15	14	14	14	13	13	13	13	14	13	13	13	13	13	14	14	13	12	12	13	13	12	13	13	13	13	12	13	12	11	12	12	11	11	11	10	9	9	9	9	7	8	8	9	9	9	10	10	10	10	10	10	11	11	10	11	10	11	11	10	10	10	10	10	10	11	11	10	11	11	10	10	10	10	10	9	9
13	13	13	12	12	12	12	12	12	12	12	12	12	13	13	13	13	14	17	17	19	21	79	171	208	189	140	64	10	9	9	9	10	10	10	10	10	11	11	13	13	13	13	13	13	14	14	14	14	14	14	15	14	14	15	15	14	15	15	15	15	16	15	15	15	16	16	15	16	15	15	16	16	16	16	16	16	16	17	16	15	16	17	16	16	16	16	15	15	16	16	16	15	15	15	16	16	16	16	17	17	17	17	17	17	18	18	18	17	18	18	18	18	17	17	18	17	17	17	17	16	17	16	16	17	17	17	17	17	17	17	16	17	17	17	17	17	18	17	17	19	19	21	22	22	21	20	20	18	17	17	17	18	18	18	18	18	18	18	18	18	18	18	18	18	19	19	19	19	19	18	18	19	18	18	18	17	17	17	18	18	18	18	18	17	17	17	17	17	17	17	16	16	16	17	16	16	16	17	18	17	17	17	17	17	17	18	17	17	17	17	17	17	17	17	18	18	19	21	25	61	115	65	26	18	16	17	17	18	36	111	156	180	198	211	229	215	208	174	56	20	18	17	15	16	15	16	15	14	15	14	14	14	15	15	14	14	14	15	14	14	13	14	15	15	15	16	17	16	16	15	14	13	14	14	14	14	14	14	12	13	13	13	13	13	13	12	13	12	12	13	13	13	13	12	13	13	13	13	12	12	12	11	12	12	11	11	10	10	9	10	9	10	9	9	10	10	10	10	10	10	10	10	11	11	10	10	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	9
13	14	13	13	13	12	11	12	12	12	12	12	13	13	13	13	13	14	14	14	14	14	13	18	28	24	14	10	11	10	9	8	9	9	10	9	9	10	11	12	12	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	14	15	14	15	15	15	14	15	16	15	15	15	16	16	16	15	16	16	16	16	16	16	16	16	16	15	16	15	16	16	15	15	16	16	16	16	16	16	16	16	17	16	17	17	16	17	17	16	16	17	17	17	17	17	17	17	17	17	16	16	17	17	17	16	17	16	16	16	17	18	17	16	16	16	17	17	17	17	17	18	18	18	19	20	20	19	19	19	17	17	17	18	17	17	17	18	18	18	18	17	17	18	19	18	18	18	19	19	18	18	19	19	18	18	18	18	17	17	18	17	17	17	18	17	17	17	17	16	16	17	17	17	17	17	16	16	16	16	16	17	17	17	17	17	16	17	17	17	17	17	17	17	17	17	18	20	23	26	24	30	126	219	121	37	20	17	16	16	18	70	157	181	192	193	151	128	119	126	87	30	20	18	15	15	15	15	15	15	15	14	14	13	14	14	14	14	14	14	14	14	14	13	14	14	15	15	16	15	15	14	15	14	13	14	14	13	13	14	13	13	13	13	13	13	12	13	13	13	13	13	13	13	12	13	13	12	13	12	12	12	12	11	12	12	11	12	11	11	10	9	9	9	10	9	10	10	10	10	10	11	10	10	10	11	12	11	11	11	11	10	10	10	10	10	10	10	10	10	11	9	9	10	10	10	10	10	10	9
13	13	12	12	12	12	12	11	12	12	13	12	12	13	13	12	13	12	12	12	12	13	14	13	13	13	15	14	12	10	8	8	8	9	9	9	9	9	11	12	12	12	13	13	13	14	13	14	13	14	14	13	14	14	14	15	14	14	15	15	15	15	14	14	15	14	15	14	15	15	15	15	15	15	16	15	16	15	16	16	16	16	16	15	15	15	16	15	15	16	16	15	15	15	16	16	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	16	17	17	16	15	16	16	16	16	16	15	16	16	17	16	17	16	16	16	16	17	17	17	18	17	18	18	18	19	19	19	18	18	16	17	17	17	17	16	17	18	18	18	18	18	18	18	18	18	18	19	19	19	19	19	19	18	18	17	18	17	17	17	17	17	17	17	17	17	17	17	17	16	16	17	18	18	17	16	17	16	16	16	16	16	17	17	17	18	17	17	17	17	17	17	18	18	17	17	19	33	82	59	29	33	160	240	164	63	25	18	16	16	21	91	175	211	222	122	42	28	27	26	21	21	19	16	16	15	15	14	15	14	14	15	14	14	14	14	14	14	15	14	14	14	14	13	14	14	14	14	14	15	15	15	14	13	14	14	13	13	13	13	13	13	13	12	12	13	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	11	11	11	10	10	10	9	11	10	10	10	10	11	11	10	10	10	10	11	11	11	10	10	10	9	11	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10
12	12	13	12	12	11	11	12	12	12	13	12	12	12	12	12	12	11	11	12	11	13	13	13	13	14	14	12	12	11	9	9	8	9	9	8	8	10	11	13	13	12	12	12	12	13	13	14	13	14	14	14	14	14	14	14	14	14	15	14	15	14	14	14	14	15	15	14	15	15	16	15	15	15	15	15	15	15	16	16	15	16	15	15	14	15	15	15	14	14	15	16	15	15	15	15	15	15	16	16	16	16	16	16	16	15	16	15	16	16	16	15	16	17	16	17	17	16	16	16	16	15	16	16	16	16	16	15	16	16	16	16	16	16	16	16	17	17	17	17	17	17	18	19	19	18	17	17	16	17	17	17	17	17	17	17	18	18	17	18	19	19	20	20	19	20	20	20	20	20	19	18	18	17	17	18	17	17	18	18	16	17	17	18	18	17	16	16	16	17	17	18	16	16	15	16	16	16	17	17	16	17	17	18	17	18	17	17	17	18	18	18	17	18	17	56	162	106	32	26	114	226	202	105	29	19	17	17	24	102	173	214	232	101	31	25	23	22	20	20	19	17	16	15	15	14	14	14	14	13	14	14	14	14	13	13	13	14	13	13	14	13	13	14	13	14	14	14	13	14	14	14	13	14	12	13	12	12	13	13	13	12	12	12	12	13	13	12	12	12	12	12	12	12	12	12	12	12	12	12	11	11	12	11	11	11	11	11	10	11	10	10	10	10	10	9	10	10	10	10	10	10	10	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	9	9	10	9	10	10	10
